,Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,Title_Miss,Title_Mr,Title_Mrs,Title_Others,Sex_male,Embarked_Q,Embarked_S
395,0,0,22.0,0,0,7.7958,0,False,True,False,False,True,False,True
396,0,0,31.0,0,0,7.8542,0,True,False,False,False,False,False,True
397,0,1,46.0,0,0,26.0,0,False,True,False,False,True,False,True
398,0,1,23.0,0,0,10.5,0,False,False,False,True,True,False,True
399,1,1,28.0,0,0,12.65,0,False,False,True,False,False,False,True
400,1,0,39.0,0,0,7.925,0,False,True,False,False,True,False,True
401,0,0,26.0,0,0,8.05,0,False,True,False,False,True,False,True
402,0,0,21.0,1,0,9.825,1,True,False,False,False,False,False,True
403,0,0,28.0,1,0,15.85,1,False,True,False,False,True,False,True
404,0,0,20.0,0,0,8.6625,0,True,False,False,False,False,False,True
405,0,1,34.0,1,0,21.0,1,False,True,False,False,True,False,True
406,0,0,51.0,0,0,7.75,0,False,True,False,False,True,False,True
407,1,1,3.0,1,1,18.75,2,False,False,False,False,True,False,True
408,0,0,21.0,0,0,7.775,0,False,True,False,False,True,False,True
409,0,0,21.845637583892618,3,1,25.4667,4,True,False,False,False,False,False,True
410,0,0,32.38721804511278,0,0,7.8958,0,False,True,False,False,True,False,True
411,0,0,32.38721804511278,0,0,6.8583,0,False,True,False,False,True,True,False
412,1,2,33.0,1,0,90.0,1,True,False,False,False,False,True,False
413,0,1,32.38721804511278,0,0,0.0,0,False,True,False,False,True,False,True
414,1,0,44.0,0,0,7.925,0,False,True,False,False,True,False,True
415,0,0,35.9,0,0,8.05,0,False,False,True,False,False,False,True
416,1,1,34.0,1,1,32.5,2,False,False,True,False,False,False,True
417,1,1,18.0,0,2,13.0,2,True,False,False,False,False,False,True
418,0,1,30.0,0,0,13.0,0,False,True,False,False,True,False,True
419,0,0,10.0,0,2,24.15,2,True,False,False,False,False,False,True
420,0,0,32.38721804511278,0,0,7.8958,0,False,True,False,False,True,False,False
421,0,0,21.0,0,0,7.7333,0,False,True,False,False,True,True,False
422,0,0,29.0,0,0,7.875,0,False,True,False,False,True,False,True
423,0,0,28.0,1,1,14.4,2,False,False,True,False,False,False,True
424,0,0,18.0,1,1,20.2125,2,False,True,False,False,True,False,True
425,0,0,32.38721804511278,0,0,7.25,0,False,True,False,False,True,False,True
426,1,1,28.0,1,0,26.0,1,False,False,True,False,False,False,True
427,1,1,19.0,0,0,26.0,0,True,False,False,False,False,False,True
428,0,0,32.38721804511278,0,0,7.75,0,False,True,False,False,True,True,False
429,1,0,32.0,0,0,8.05,0,False,True,False,False,True,False,True
430,1,2,28.0,0,0,26.55,0,False,True,False,False,True,False,True
431,1,0,35.9,1,0,16.1,1,False,False,True,False,False,False,True
432,1,1,42.0,1,0,26.0,1,False,False,True,False,False,False,True
433,0,0,17.0,0,0,7.125,0,False,True,False,False,True,False,True
434,0,2,50.0,1,0,55.9,1,False,True,False,False,True,False,True
435,1,2,14.0,1,2,120.0,3,True,False,False,False,False,False,True
436,0,0,21.0,2,2,34.375,4,True,False,False,False,False,False,True
437,1,1,24.0,2,3,18.75,5,False,False,True,False,False,False,True
438,0,2,64.0,1,4,263.0,5,False,True,False,False,True,False,True
439,0,1,31.0,0,0,10.5,0,False,True,False,False,True,False,True
440,1,1,45.0,1,1,26.25,2,False,False,True,False,False,False,True
441,0,0,20.0,0,0,9.5,0,False,True,False,False,True,False,True
442,0,0,25.0,1,0,7.775,1,False,True,False,False,True,False,True
443,1,1,28.0,0,0,13.0,0,True,False,False,False,False,False,True
444,1,0,32.38721804511278,0,0,8.1125,0,False,True,False,False,True,False,True
445,1,2,4.0,0,2,81.8583,2,False,False,False,False,True,False,True
446,1,1,13.0,0,1,19.5,1,True,False,False,False,False,False,True
447,1,2,34.0,0,0,26.55,0,False,True,False,False,True,False,True
448,1,0,5.0,2,1,19.2583,3,True,False,False,False,False,False,False
449,1,2,52.0,0,0,30.5,0,False,False,False,True,True,False,True
450,0,1,36.0,1,2,27.75,3,False,True,False,False,True,False,True
451,0,0,32.38721804511278,1,0,19.9667,1,False,True,False,False,True,False,True
452,0,2,30.0,0,0,27.75,0,False,True,False,False,True,False,False
453,1,2,49.0,1,0,89.1042,1,False,True,False,False,True,False,False
454,0,0,32.38721804511278,0,0,8.05,0,False,True,False,False,True,False,True
455,1,0,29.0,0,0,7.8958,0,False,True,False,False,True,False,False
456,0,2,65.0,0,0,26.55,0,False,True,False,False,True,False,True
457,1,2,35.9,1,0,51.8625,1,False,False,True,False,False,False,True
458,1,1,50.0,0,0,10.5,0,True,False,False,False,False,False,True
459,0,0,32.38721804511278,0,0,7.75,0,False,True,False,False,True,True,False
460,1,2,48.0,0,0,26.55,0,False,True,False,False,True,False,True
461,0,0,34.0,0,0,8.05,0,False,True,False,False,True,False,True
462,0,2,47.0,0,0,38.5,0,False,True,False,False,True,False,True
463,0,1,48.0,0,0,13.0,0,False,True,False,False,True,False,True
464,0,0,32.38721804511278,0,0,8.05,0,False,True,False,False,True,False,True
465,0,0,38.0,0,0,7.05,0,False,True,False,False,True,False,True
466,0,1,32.38721804511278,0,0,0.0,0,False,True,False,False,True,False,True
467,0,2,56.0,0,0,26.55,0,False,True,False,False,True,False,True
468,0,0,32.38721804511278,0,0,7.725,0,False,True,False,False,True,True,False
469,1,0,0.75,2,1,19.2583,3,True,False,False,False,False,False,False
470,0,0,32.38721804511278,0,0,7.25,0,False,True,False,False,True,False,True
471,0,0,38.0,0,0,8.6625,0,False,True,False,False,True,False,True
472,1,1,33.0,1,2,27.75,3,False,False,True,False,False,False,True
473,1,1,23.0,0,0,13.7917,0,False,False,True,False,False,False,False
474,0,0,22.0,0,0,9.8375,0,True,False,False,False,False,False,True
475,0,2,32.38721804511278,0,0,52.0,0,False,True,False,False,True,False,True
476,0,1,34.0,1,0,21.0,1,False,True,False,False,True,False,True
477,0,0,29.0,1,0,7.0458,1,False,True,False,False,True,False,True
478,0,0,22.0,0,0,7.5208,0,False,True,False,False,True,False,True
479,1,0,2.0,0,1,12.2875,1,True,False,False,False,False,False,True
480,0,0,9.0,5,2,46.9,7,False,False,False,False,True,False,True
481,0,1,32.38721804511278,0,0,0.0,0,False,True,False,False,True,False,True
482,0,0,50.0,0,0,8.05,0,False,True,False,False,True,False,True
483,1,0,63.0,0,0,9.5875,0,False,False,True,False,False,False,True
484,1,2,25.0,1,0,91.0792,1,False,True,False,False,True,False,False
485,0,0,21.845637583892618,3,1,25.4667,4,True,False,False,False,False,False,True
486,1,2,35.0,1,0,90.0,1,False,False,True,False,False,False,True
487,0,2,58.0,0,0,29.7,0,False,True,False,False,True,False,False
488,0,0,30.0,0,0,8.05,0,False,True,False,False,True,False,True
489,1,0,9.0,1,1,15.9,2,False,False,False,False,True,False,True
490,0,0,32.38721804511278,1,0,19.9667,1,False,True,False,False,True,False,True
491,0,0,21.0,0,0,7.25,0,False,True,False,False,True,False,True
492,0,2,55.0,0,0,30.5,0,False,True,False,False,True,False,True
493,0,2,71.0,0,0,49.5042,0,False,True,False,False,True,False,False
494,0,0,21.0,0,0,8.05,0,False,True,False,False,True,False,True
495,0,0,32.38721804511278,0,0,14.4583,0,False,True,False,False,True,False,False
496,1,2,54.0,1,0,78.2667,1,True,False,False,False,False,False,False
497,0,0,32.38721804511278,0,0,15.1,0,False,True,False,False,True,False,True
498,0,2,25.0,1,2,151.55,3,False,False,True,False,False,False,True
499,0,0,24.0,0,0,7.7958,0,False,True,False,False,True,False,True
500,0,0,17.0,0,0,8.6625,0,False,True,False,False,True,False,True
501,0,0,21.0,0,0,7.75,0,True,False,False,False,False,True,False
502,0,0,21.845637583892618,0,0,7.6292,0,True,False,False,False,False,True,False
503,0,0,37.0,0,0,9.5875,0,True,False,False,False,False,False,True
504,1,2,16.0,0,0,86.5,0,True,False,False,False,False,False,True
505,0,2,18.0,1,0,108.9,1,False,True,False,False,True,False,False
506,1,1,33.0,0,2,26.0,2,False,False,True,False,False,False,True
507,1,2,32.38721804511278,0,0,26.55,0,False,True,False,False,True,False,True
508,0,0,28.0,0,0,22.525,0,False,True,False,False,True,False,True
509,1,0,26.0,0,0,56.4958,0,False,True,False,False,True,False,True
510,1,0,29.0,0,0,7.75,0,False,True,False,False,True,True,False
511,0,0,32.38721804511278,0,0,8.05,0,False,True,False,False,True,False,True
512,1,2,36.0,0,0,26.2875,0,False,True,False,False,True,False,True
513,1,2,54.0,1,0,59.4,1,False,False,True,False,False,False,False
514,0,0,24.0,0,0,7.4958,0,False,True,False,False,True,False,True
515,0,2,47.0,0,0,34.0208,0,False,True,False,False,True,False,True
516,1,1,34.0,0,0,10.5,0,False,False,True,False,False,False,True
517,0,0,32.38721804511278,0,0,24.15,0,False,True,False,False,True,True,False
518,1,1,36.0,1,0,26.0,1,False,False,True,False,False,False,True
519,0,0,32.0,0,0,7.8958,0,False,True,False,False,True,False,True
520,1,2,30.0,0,0,93.5,0,True,False,False,False,False,False,True
521,0,0,22.0,0,0,7.8958,0,False,True,False,False,True,False,True
522,0,0,32.38721804511278,0,0,7.225,0,False,True,False,False,True,False,False
523,1,2,44.0,0,1,57.9792,1,False,False,True,False,False,False,False
524,0,0,32.38721804511278,0,0,7.2292,0,False,True,False,False,True,False,False
525,0,0,40.5,0,0,7.75,0,False,True,False,False,True,True,False
526,1,1,50.0,0,0,10.5,0,True,False,False,False,False,False,True
527,0,2,32.38721804511278,0,0,221.7792,0,False,True,False,False,True,False,True
528,0,0,39.0,0,0,7.925,0,False,True,False,False,True,False,True
529,0,1,23.0,2,1,11.5,3,False,True,False,False,True,False,True
530,1,1,2.0,1,1,26.0,2,True,False,False,False,False,False,True
531,0,0,32.38721804511278,0,0,7.2292,0,False,True,False,False,True,False,False
532,0,0,17.0,1,1,7.2292,2,False,True,False,False,True,False,False
533,1,0,35.9,0,2,22.3583,2,False,False,True,False,False,False,False
534,0,0,30.0,0,0,8.6625,0,True,False,False,False,False,False,True
535,1,1,7.0,0,2,26.25,2,True,False,False,False,False,False,True
536,0,2,45.0,0,0,26.55,0,False,False,False,True,True,False,True
537,1,2,30.0,0,0,106.425,0,True,False,False,False,False,False,False
538,0,0,32.38721804511278,0,0,14.5,0,False,True,False,False,True,False,True
539,1,2,22.0,0,2,49.5,2,True,False,False,False,False,False,False
540,1,2,36.0,0,2,71.0,2,True,False,False,False,False,False,True
541,0,0,9.0,4,2,31.275,6,True,False,False,False,False,False,True
542,0,0,11.0,4,2,31.275,6,True,False,False,False,False,False,True
543,1,1,32.0,1,0,26.0,1,False,True,False,False,True,False,True
544,0,2,50.0,1,0,106.425,1,False,True,False,False,True,False,False
545,0,2,64.0,0,0,26.0,0,False,True,False,False,True,False,True
546,1,1,19.0,1,0,26.0,1,False,False,True,False,False,False,True
547,1,1,32.38721804511278,0,0,13.8625,0,False,True,False,False,True,False,False
548,0,0,33.0,1,1,20.525,2,False,True,False,False,True,False,True
549,1,1,8.0,1,1,36.75,2,False,False,False,False,True,False,True
550,1,2,17.0,0,2,110.8833,2,False,True,False,False,True,False,False
551,0,1,27.0,0,0,26.0,0,False,True,False,False,True,False,True
552,0,0,32.38721804511278,0,0,7.8292,0,False,True,False,False,True,True,False
553,1,0,22.0,0,0,7.225,0,False,True,False,False,True,False,False
554,1,0,22.0,0,0,7.775,0,True,False,False,False,False,False,True
555,0,2,62.0,0,0,26.55,0,False,True,False,False,True,False,True
556,1,2,48.0,1,0,39.6,1,False,False,True,False,False,False,False
557,0,2,32.38721804511278,0,0,227.525,0,False,True,False,False,True,False,False
558,1,2,39.0,1,1,79.65,2,False,False,True,False,False,False,True
559,1,0,36.0,1,0,17.4,1,False,False,True,False,False,False,True
560,0,0,32.38721804511278,0,0,7.75,0,False,True,False,False,True,True,False
561,0,0,40.0,0,0,7.8958,0,False,True,False,False,True,False,True
562,0,1,28.0,0,0,13.5,0,False,True,False,False,True,False,True
563,0,0,32.38721804511278,0,0,8.05,0,False,True,False,False,True,False,True
564,0,0,21.845637583892618,0,0,8.05,0,True,False,False,False,False,False,True
565,0,0,24.0,2,0,24.15,2,False,True,False,False,True,False,True
566,0,0,19.0,0,0,7.8958,0,False,True,False,False,True,False,True
567,0,0,29.0,0,4,21.075,4,False,False,True,False,False,False,True
568,0,0,32.38721804511278,0,0,7.2292,0,False,True,False,False,True,False,False
569,1,0,32.0,0,0,7.8542,0,False,True,False,False,True,False,True
570,1,1,62.0,0,0,10.5,0,False,True,False,False,True,False,True
571,1,2,53.0,2,0,51.4792,2,False,False,True,False,False,False,True
572,1,2,36.0,0,0,26.3875,0,False,True,False,False,True,False,True
573,1,0,21.845637583892618,0,0,7.75,0,True,False,False,False,False,True,False
574,0,0,16.0,0,0,8.05,0,False,True,False,False,True,False,True
575,0,0,19.0,0,0,14.5,0,False,True,False,False,True,False,True
576,1,1,34.0,0,0,13.0,0,True,False,False,False,False,False,True
577,1,2,39.0,1,0,55.9,1,False,False,True,False,False,False,True
578,0,0,35.9,1,0,14.4583,1,False,False,True,False,False,False,False
579,1,0,32.0,0,0,7.925,0,False,True,False,False,True,False,True
580,1,1,25.0,1,1,30.0,2,True,False,False,False,False,False,True
581,1,2,39.0,1,1,110.8833,2,False,False,True,False,False,False,False
582,0,1,54.0,0,0,26.0,0,False,True,False,False,True,False,True
583,0,2,36.0,0,0,40.125,0,False,True,False,False,True,False,False
584,0,0,32.38721804511278,0,0,8.7125,0,False,True,False,False,True,False,False
585,1,2,18.0,0,2,79.65,2,True,False,False,False,False,False,True
586,0,1,47.0,0,0,15.0,0,False,True,False,False,True,False,True
587,1,2,60.0,1,1,79.2,2,False,True,False,False,True,False,False
588,0,0,22.0,0,0,8.05,0,False,True,False,False,True,False,True
589,0,0,32.38721804511278,0,0,8.05,0,False,True,False,False,True,False,True
590,0,0,35.0,0,0,7.125,0,False,True,False,False,True,False,True
591,1,2,52.0,1,0,78.2667,1,False,False,True,False,False,False,False
592,0,0,47.0,0,0,7.25,0,False,True,False,False,True,False,True
593,0,0,21.845637583892618,0,2,7.75,2,True,False,False,False,False,True,False
594,0,1,37.0,1,0,26.0,1,False,True,False,False,True,False,True
595,0,0,36.0,1,1,24.15,2,False,True,False,False,True,False,True
596,1,1,21.845637583892618,0,0,33.0,0,True,False,False,False,False,False,True
597,0,0,49.0,0,0,0.0,0,False,True,False,False,True,False,True
598,0,0,32.38721804511278,0,0,7.225,0,False,True,False,False,True,False,False
599,1,2,49.0,1,0,56.9292,1,False,False,False,True,True,False,False
600,1,1,24.0,2,1,27.0,3,False,False,True,False,False,False,True
601,0,0,32.38721804511278,0,0,7.8958,0,False,True,False,False,True,False,True
602,0,2,32.38721804511278,0,0,42.4,0,False,True,False,False,True,False,True
603,0,0,44.0,0,0,8.05,0,False,True,False,False,True,False,True
604,1,2,35.0,0,0,26.55,0,False,True,False,False,True,False,False
605,0,0,36.0,1,0,15.55,1,False,True,False,False,True,False,True
606,0,0,30.0,0,0,7.8958,0,False,True,False,False,True,False,True
607,1,2,27.0,0,0,30.5,0,False,True,False,False,True,False,True
608,1,1,22.0,1,2,41.5792,3,False,False,True,False,False,False,False
609,1,2,40.0,0,0,153.4625,0,True,False,False,False,False,False,True
610,0,0,39.0,1,5,31.275,6,False,False,True,False,False,False,True
611,0,0,32.38721804511278,0,0,7.05,0,False,True,False,False,True,False,True
612,1,0,21.845637583892618,1,0,15.5,1,True,False,False,False,False,True,False
613,0,0,32.38721804511278,0,0,7.75,0,False,True,False,False,True,True,False
614,0,0,35.0,0,0,8.05,0,False,True,False,False,True,False,True
615,1,1,24.0,1,2,65.0,3,True,False,False,False,False,False,True
616,0,0,34.0,1,1,14.4,2,False,True,False,False,True,False,True
617,0,0,26.0,1,0,16.1,1,False,False,True,False,False,False,True
618,1,1,4.0,2,1,39.0,3,True,False,False,False,False,False,True
619,0,1,26.0,0,0,10.5,0,False,True,False,False,True,False,True
620,0,0,27.0,1,0,14.4542,1,False,True,False,False,True,False,False
621,1,2,42.0,1,0,52.5542,1,False,True,False,False,True,False,True
622,1,0,20.0,1,1,15.7417,2,False,True,False,False,True,False,False
623,0,0,21.0,0,0,7.8542,0,False,True,False,False,True,False,True
624,0,0,21.0,0,0,16.1,0,False,True,False,False,True,False,True
625,0,2,61.0,0,0,32.3208,0,False,True,False,False,True,False,True
626,0,1,57.0,0,0,12.35,0,False,False,False,True,True,True,False
627,1,2,21.0,0,0,77.9583,0,True,False,False,False,False,False,True
628,0,0,26.0,0,0,7.8958,0,False,True,False,False,True,False,True
629,0,0,32.38721804511278,0,0,7.7333,0,False,True,False,False,True,True,False
630,1,2,80.0,0,0,30.0,0,False,True,False,False,True,False,True
631,0,0,51.0,0,0,7.0542,0,False,True,False,False,True,False,True
632,1,2,32.0,0,0,30.5,0,False,False,False,True,True,False,False
633,0,2,32.38721804511278,0,0,0.0,0,False,True,False,False,True,False,True
634,0,0,9.0,3,2,27.9,5,True,False,False,False,False,False,True
635,1,1,28.0,0,0,13.0,0,True,False,False,False,False,False,True
636,0,0,32.0,0,0,7.925,0,False,True,False,False,True,False,True
637,0,1,31.0,1,1,26.25,2,False,True,False,False,True,False,True
638,0,0,41.0,0,5,39.6875,5,False,False,True,False,False,False,True
639,0,0,32.38721804511278,1,0,16.1,1,False,True,False,False,True,False,True
640,0,0,20.0,0,0,7.8542,0,False,True,False,False,True,False,True
641,1,2,24.0,0,0,69.3,0,True,False,False,False,False,False,False
642,0,0,2.0,3,2,27.9,5,True,False,False,False,False,False,True
643,1,0,32.38721804511278,0,0,56.4958,0,False,True,False,False,True,False,True
644,1,0,0.75,2,1,19.2583,3,True,False,False,False,False,False,False
645,1,2,48.0,1,0,76.7292,1,False,True,False,False,True,False,False
646,0,0,19.0,0,0,7.8958,0,False,True,False,False,True,False,True
647,1,2,56.0,0,0,35.5,0,False,False,False,True,True,False,False
648,0,0,32.38721804511278,0,0,7.55,0,False,True,False,False,True,False,True
649,1,0,23.0,0,0,7.55,0,True,False,False,False,False,False,True
650,0,0,32.38721804511278,0,0,7.8958,0,False,True,False,False,True,False,True
651,1,1,18.0,0,1,23.0,1,True,False,False,False,False,False,True
652,0,0,21.0,0,0,8.4333,0,False,True,False,False,True,False,True
653,1,0,21.845637583892618,0,0,7.8292,0,True,False,False,False,False,True,False
654,0,0,18.0,0,0,6.75,0,True,False,False,False,False,True,False
655,0,1,24.0,2,0,73.5,2,False,True,False,False,True,False,True
656,0,0,32.38721804511278,0,0,7.8958,0,False,True,False,False,True,False,True
657,0,0,32.0,1,1,15.5,2,False,False,True,False,False,True,False
658,0,1,23.0,0,0,13.0,0,False,True,False,False,True,False,True
659,0,2,58.0,0,2,113.275,2,False,True,False,False,True,False,False
660,1,2,50.0,2,0,133.65,2,False,False,False,True,True,False,True
661,0,0,40.0,0,0,7.225,0,False,True,False,False,True,False,False
662,0,2,47.0,0,0,25.5875,0,False,True,False,False,True,False,True
663,0,0,36.0,0,0,7.4958,0,False,True,False,False,True,False,True
664,1,0,20.0,1,0,7.925,1,False,True,False,False,True,False,True
665,0,1,32.0,2,0,73.5,2,False,True,False,False,True,False,True
666,0,1,25.0,0,0,13.0,0,False,True,False,False,True,False,True
667,0,0,32.38721804511278,0,0,7.775,0,False,True,False,False,True,False,True
668,0,0,43.0,0,0,8.05,0,False,True,False,False,True,False,True
669,1,2,35.9,1,0,52.0,1,False,False,True,False,False,False,True
670,1,1,40.0,1,1,39.0,2,False,False,True,False,False,False,True
671,0,2,31.0,1,0,52.0,1,False,True,False,False,True,False,True
672,0,1,70.0,0,0,10.5,0,False,True,False,False,True,False,True
673,1,1,31.0,0,0,13.0,0,False,True,False,False,True,False,True
674,0,1,32.38721804511278,0,0,0.0,0,False,True,False,False,True,False,True
675,0,0,18.0,0,0,7.775,0,False,True,False,False,True,False,True
676,0,0,24.5,0,0,8.05,0,False,True,False,False,True,False,True
677,1,0,18.0,0,0,9.8417,0,True,False,False,False,False,False,True
678,0,0,43.0,1,6,46.9,7,False,False,True,False,False,False,True
679,1,2,36.0,0,1,512.3292,1,False,True,False,False,True,False,False
680,0,0,21.845637583892618,0,0,8.1375,0,True,False,False,False,False,True,False
681,1,2,27.0,0,0,76.7292,0,False,True,False,False,True,False,False
682,0,0,20.0,0,0,9.225,0,False,True,False,False,True,False,True
683,0,0,14.0,5,2,46.9,7,False,True,False,False,True,False,True
684,0,1,60.0,1,1,39.0,2,False,True,False,False,True,False,True
685,0,1,25.0,1,2,41.5792,3,False,True,False,False,True,False,False
686,0,0,14.0,4,1,39.6875,5,False,True,False,False,True,False,True
687,0,0,19.0,0,0,10.1708,0,False,True,False,False,True,False,True
688,0,0,18.0,0,0,7.7958,0,False,True,False,False,True,False,True
689,1,2,15.0,0,1,211.3375,1,True,False,False,False,False,False,True
690,1,2,31.0,1,0,57.0,1,False,True,False,False,True,False,True
691,1,0,4.0,0,1,13.4167,1,True,False,False,False,False,False,False
692,1,0,32.38721804511278,0,0,56.4958,0,False,True,False,False,True,False,True
693,0,0,25.0,0,0,7.225,0,False,True,False,False,True,False,False
694,0,2,60.0,0,0,26.55,0,False,False,False,True,True,False,True
695,0,1,52.0,0,0,13.5,0,False,True,False,False,True,False,True
696,0,0,44.0,0,0,8.05,0,False,True,False,False,True,False,True
697,1,0,21.845637583892618,0,0,7.7333,0,True,False,False,False,False,True,False
698,0,2,49.0,1,1,110.8833,2,False,True,False,False,True,False,False
699,0,0,42.0,0,0,7.65,0,False,True,False,False,True,False,True
700,1,2,18.0,1,0,227.525,1,False,False,True,False,False,False,False
701,1,2,35.0,0,0,26.2875,0,False,True,False,False,True,False,True
702,0,0,18.0,0,1,14.4542,1,True,False,False,False,False,False,False
703,0,0,25.0,0,0,7.7417,0,False,True,False,False,True,True,False
704,0,0,26.0,1,0,7.8542,1,False,True,False,False,True,False,True
705,0,1,39.0,0,0,26.0,0,False,True,False,False,True,False,True
706,1,1,45.0,0,0,13.5,0,False,False,True,False,False,False,True
707,1,2,42.0,0,0,26.2875,0,False,True,False,False,True,False,True
708,1,2,22.0,0,0,151.55,0,True,False,False,False,False,False,True
709,1,0,4.574166666666667,1,1,15.2458,2,False,False,False,False,True,False,False
710,1,2,24.0,0,0,49.5042,0,True,False,False,False,False,False,False
711,0,2,32.38721804511278,0,0,26.55,0,False,True,False,False,True,False,True
712,1,2,48.0,1,0,52.0,1,False,True,False,False,True,False,True
713,0,0,29.0,0,0,9.4833,0,False,True,False,False,True,False,True
714,0,1,52.0,0,0,13.0,0,False,True,False,False,True,False,True
715,0,0,19.0,0,0,7.65,0,False,True,False,False,True,False,True
716,1,2,38.0,0,0,227.525,0,True,False,False,False,False,False,False
717,1,1,27.0,0,0,10.5,0,True,False,False,False,False,False,True
718,0,0,32.38721804511278,0,0,15.5,0,False,True,False,False,True,True,False
719,0,0,33.0,0,0,7.775,0,False,True,False,False,True,False,True
720,1,1,6.0,0,1,33.0,1,True,False,False,False,False,False,True
721,0,0,17.0,1,0,7.0542,1,False,True,False,False,True,False,True
722,0,1,34.0,0,0,13.0,0,False,True,False,False,True,False,True
723,0,1,50.0,0,0,13.0,0,False,True,False,False,True,False,True
724,1,2,27.0,1,0,53.1,1,False,True,False,False,True,False,True
725,0,0,20.0,0,0,8.6625,0,False,True,False,False,True,False,True
726,1,1,30.0,3,0,21.0,3,False,False,True,False,False,False,True
727,1,0,21.845637583892618,0,0,7.7375,0,True,False,False,False,False,True,False
728,0,1,25.0,1,0,26.0,1,False,True,False,False,True,False,True
729,0,0,25.0,1,0,7.925,1,True,False,False,False,False,False,True
730,1,2,29.0,0,0,211.3375,0,True,False,False,False,False,False,True
731,0,0,11.0,0,0,18.7875,0,False,True,False,False,True,False,False
732,0,1,32.38721804511278,0,0,0.0,0,False,True,False,False,True,False,True
733,0,1,23.0,0,0,13.0,0,False,True,False,False,True,False,True
734,0,1,23.0,0,0,13.0,0,False,True,False,False,True,False,True
735,0,0,28.5,0,0,16.1,0,False,True,False,False,True,False,True
736,0,0,48.0,1,3,34.375,4,False,False,True,False,False,False,True
737,1,2,35.0,0,0,512.3292,0,False,True,False,False,True,False,False
738,0,0,32.38721804511278,0,0,7.8958,0,False,True,False,False,True,False,True
739,0,0,32.38721804511278,0,0,7.8958,0,False,True,False,False,True,False,True
740,1,2,32.38721804511278,0,0,30.0,0,False,True,False,False,True,False,True
741,0,2,36.0,1,0,78.85,1,False,True,False,False,True,False,True
742,1,2,21.0,2,2,262.375,4,True,False,False,False,False,False,False
743,0,0,24.0,1,0,16.1,1,False,True,False,False,True,False,True
744,1,0,31.0,0,0,7.925,0,False,True,False,False,True,False,True
745,0,2,70.0,1,1,71.0,2,False,False,False,True,True,False,True
746,0,0,16.0,1,1,20.25,2,False,True,False,False,True,False,True
747,1,1,30.0,0,0,13.0,0,True,False,False,False,False,False,True
748,0,2,19.0,1,0,53.1,1,False,True,False,False,True,False,True
749,0,0,31.0,0,0,7.75,0,False,True,False,False,True,True,False
750,1,1,4.0,1,1,23.0,2,True,False,False,False,False,False,True
751,1,0,6.0,0,1,12.475,1,False,False,False,False,True,False,True
752,0,0,33.0,0,0,9.5,0,False,True,False,False,True,False,True
753,0,0,23.0,0,0,7.8958,0,False,True,False,False,True,False,True
754,1,1,48.0,1,2,65.0,3,False,False,True,False,False,False,True
755,1,1,0.67,1,1,14.5,2,False,False,False,False,True,False,True
756,0,0,28.0,0,0,7.7958,0,False,True,False,False,True,False,True
757,0,1,18.0,0,0,11.5,0,False,True,False,False,True,False,True
758,0,0,34.0,0,0,8.05,0,False,True,False,False,True,False,True
759,1,2,33.0,0,0,86.5,0,False,False,False,True,False,False,True
760,0,0,32.38721804511278,0,0,14.5,0,False,True,False,False,True,False,True
761,0,0,41.0,0,0,7.125,0,False,True,False,False,True,False,True
762,1,0,20.0,0,0,7.2292,0,False,True,False,False,True,False,False
763,1,2,36.0,1,2,120.0,3,False,False,True,False,False,False,True
764,0,0,16.0,0,0,7.775,0,False,True,False,False,True,False,True
765,1,2,51.0,1,0,77.9583,1,False,False,True,False,False,False,True
766,0,2,45.7,0,0,39.6,0,False,False,False,True,True,False,False
767,0,0,30.5,0,0,7.75,0,True,False,False,False,False,True,False
768,0,0,32.38721804511278,1,0,24.15,1,False,True,False,False,True,True,False
769,0,0,32.0,0,0,8.3625,0,False,True,False,False,True,False,True
770,0,0,24.0,0,0,9.5,0,False,True,False,False,True,False,True
771,0,0,48.0,0,0,7.8542,0,False,True,False,False,True,False,True
772,0,1,57.0,0,0,10.5,0,False,False,True,False,False,False,True
773,0,0,32.38721804511278,0,0,7.225,0,False,True,False,False,True,False,False
774,1,1,54.0,1,3,23.0,4,False,False,True,False,False,False,True
775,0,0,18.0,0,0,7.75,0,False,True,False,False,True,False,True
776,0,0,32.38721804511278,0,0,7.75,0,False,True,False,False,True,True,False
777,1,0,5.0,0,0,12.475,0,True,False,False,False,False,False,True
778,0,0,32.38721804511278,0,0,7.7375,0,False,True,False,False,True,True,False
779,1,2,43.0,0,1,211.3375,1,False,False,True,False,False,False,True
780,1,0,13.0,0,0,7.2292,0,True,False,False,False,False,False,False
781,1,2,17.0,1,0,57.0,1,False,False,True,False,False,False,True
782,0,2,29.0,0,0,30.0,0,False,True,False,False,True,False,True
783,0,0,32.38721804511278,1,2,23.45,3,False,True,False,False,True,False,True
784,0,0,25.0,0,0,7.05,0,False,True,False,False,True,False,True
785,0,0,25.0,0,0,7.25,0,False,True,False,False,True,False,True
786,1,0,18.0,0,0,7.4958,0,True,False,False,False,False,False,True
787,0,0,8.0,4,1,29.125,5,False,False,False,False,True,True,False
788,1,0,1.0,1,2,20.575,3,False,False,False,False,True,False,True
789,0,2,46.0,0,0,79.2,0,False,True,False,False,True,False,False
790,0,0,32.38721804511278,0,0,7.75,0,False,True,False,False,True,True,False
